job_title,company_size,job_category,description,city,country,remote_work,annual_salary_usd,demand_score,posting_year,required_skills,source,url
Deep Learning Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - CUDA|PyTorch|Python|Leadership,Sydney,Australia,Hybrid,206000.0,89,2026,CUDA|PyTorch|Python|Leadership,Kaggle AI Jobs,
AI Security Engineer,Big Tech (FAANG+),Security,Security - Risk Analysis|Cybersecurity|Red Teaming|Python|ML Security|Leadership|Git|Agile,Chicago,USA,Hybrid,234000.0,80,2026,Risk Analysis|Cybersecurity|Red Teaming|Python|ML Security|Leadership|Git|Agile,Kaggle AI Jobs,
Senior Data Scientist,Startup (1-50),Data Science,Data Science - Leadership|Causal Inference|ML|Agile,London,UK,On-site,157000.0,90,2026,Leadership|Causal Inference|ML|Agile,Kaggle AI Jobs,
AI Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - PyTorch|Python|LLM Integration|Statistics|SQL|Leadership,Seattle,USA,On-site,135000.0,95,2026,PyTorch|Python|LLM Integration|Statistics|SQL|Leadership,Kaggle AI Jobs,
MLOps Engineer,Mid-size (501-5000),ML Operations,ML Operations - Monitoring|MLflow|Cloud|CI/CD|Kubernetes|Docker|Python|Linux,Paris,France,Hybrid,135000.0,93,2026,Monitoring|MLflow|Cloud|CI/CD|Kubernetes|Docker|Python|Linux,Kaggle AI Jobs,
AI Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Cloud (AWS/GCP/Azure)|Docker|Python|LLM Integration|Leadership|Agile|Linux,New York,USA,Hybrid,194000.0,95,2026,Cloud (AWS/GCP/Azure)|Docker|Python|LLM Integration|Leadership|Agile|Linux,Kaggle AI Jobs,
Data Engineer (AI),Mid-size (501-5000),Data Engineering,Data Engineering - dbt|Feature Stores|Python|Research|SQL|Cloud,New York,USA,On-site,263000.0,88,2025,dbt|Feature Stores|Python|Research|SQL|Cloud,Kaggle AI Jobs,
AI Compliance Manager,Big Tech (FAANG+),Governance,Governance - EU AI Act|Legal Knowledge|Risk Management|Git|Leadership|SQL,Beijing,China,Hybrid,100000.0,68,2026,EU AI Act|Legal Knowledge|Risk Management|Git|Leadership|SQL,Kaggle AI Jobs,
NLP Engineer,SME (51-500),AI Engineering,AI Engineering - BERT|Transformers|Hugging Face|Text Processing|Python|LLMs|Cloud|Agile|Linux,Dubai,UAE,Hybrid,259000.0,91,2025,BERT|Transformers|Hugging Face|Text Processing|Python|LLMs|Cloud|Agile|Linux,Kaggle AI Jobs,
Prompt Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - NLP|Prompt Design|Documentation|Cloud|Linux,Austin,USA,Fully Remote,208000.0,82,2025,NLP|Prompt Design|Documentation|Cloud|Linux,Kaggle AI Jobs,
Generative AI Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Deployment|Python|Diffusion Models|Agile|Cloud,Singapore,Singapore,Fully Remote,193000.0,95,2026,Deployment|Python|Diffusion Models|Agile|Cloud,Kaggle AI Jobs,
AI Compliance Manager,Startup (1-50),Governance,Governance - Documentation|Risk Management|Legal Knowledge|EU AI Act|Statistics|SQL|Agile,London,UK,Hybrid,135000.0,68,2025,Documentation|Risk Management|Legal Knowledge|EU AI Act|Statistics|SQL|Agile,Kaggle AI Jobs,
Deep Learning Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Python|CUDA|GPU Computing|TensorFlow|Research|Leadership|Problem Solving,Dubai,UAE,Fully Remote,195000.0,89,2025,Python|CUDA|GPU Computing|TensorFlow|Research|Leadership|Problem Solving,Kaggle AI Jobs,
AI Agent Developer,Enterprise (5000+),AI Engineering,AI Engineering - Python|Tool Use|APIs|AutoGen|Git,Los Angeles,USA,Fully Remote,257000.0,96,2025,Python|Tool Use|APIs|AutoGen|Git,Kaggle AI Jobs,
Prompt Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Prompt Design|Testing|Documentation|Cloud|Git,Tokyo,Japan,On-site,120000.0,82,2025,Prompt Design|Testing|Documentation|Cloud|Git,Kaggle AI Jobs,
AI Agent Developer,Mid-size (501-5000),AI Engineering,AI Engineering - Python|Planning Systems|LangChain|Tool Use|AutoGen|APIs|SQL,Remote,Global,Hybrid,212000.0,96,2026,Python|Planning Systems|LangChain|Tool Use|AutoGen|APIs|SQL,Kaggle AI Jobs,
Data Scientist,Mid-size (501-5000),Data Science,Data Science - Python|Data Visualization|Statistics|Scikit-learn|ML Algorithms|Linux,Tokyo,Japan,Hybrid,138000.0,92,2025,Python|Data Visualization|Statistics|Scikit-learn|ML Algorithms|Linux,Kaggle AI Jobs,
Senior ML Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - System Design|Python|Distributed Systems|Research,Seattle,USA,Hybrid,212000.0,96,2025,System Design|Python|Distributed Systems|Research,Kaggle AI Jobs,
Senior Data Scientist,Startup (1-50),Data Science,Data Science - Causal Inference|ML|Deep Learning|Leadership|SQL,Amsterdam,Netherlands,On-site,157000.0,90,2025,Causal Inference|ML|Deep Learning|Leadership|SQL,Kaggle AI Jobs,
AI Compliance Manager,Mid-size (501-5000),Governance,Governance - Auditing|Risk Management|Legal Knowledge|EU AI Act|Documentation|Research|Cloud|Linux,Los Angeles,USA,On-site,201000.0,68,2025,Auditing|Risk Management|Legal Knowledge|EU AI Act|Documentation|Research|Cloud|Linux,Kaggle AI Jobs,
MLOps Engineer,Startup (1-50),ML Operations,ML Operations - Cloud|Monitoring|MLflow|Kubernetes|CI/CD|Python|Communication,Tokyo,Japan,Hybrid,183000.0,93,2026,Cloud|Monitoring|MLflow|Kubernetes|CI/CD|Python|Communication,Kaggle AI Jobs,
AI Engineer,Startup (1-50),AI Engineering,AI Engineering - Cloud (AWS/GCP/Azure)|LLM Integration|Python|PyTorch|Problem Solving|Linux,Beijing,China,Fully Remote,100000.0,95,2026,Cloud (AWS/GCP/Azure)|LLM Integration|Python|PyTorch|Problem Solving|Linux,Kaggle AI Jobs,
LLM Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Prompt Engineering|Fine-tuning|RAG|Vector DBs|Communication|Linux|Statistics,Paris,France,On-site,360000.0,98,2026,Prompt Engineering|Fine-tuning|RAG|Vector DBs|Communication|Linux|Statistics,Kaggle AI Jobs,
AI Research Scientist,Startup (1-50),Research,Research - Deep Learning|Mathematics|Python|PyTorch|Publishing|Research|Cloud,Los Angeles,USA,On-site,163000.0,88,2026,Deep Learning|Mathematics|Python|PyTorch|Publishing|Research|Cloud,Kaggle AI Jobs,
Deep Learning Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - CUDA|PyTorch|GPU Computing|TensorFlow|Python|SQL|Statistics,Paris,France,Fully Remote,174000.0,89,2026,CUDA|PyTorch|GPU Computing|TensorFlow|Python|SQL|Statistics,Kaggle AI Jobs,
AI Engineer,SME (51-500),AI Engineering,AI Engineering - LLM Integration|PyTorch|Cloud (AWS/GCP/Azure)|Docker|Python|Cloud|Problem Solving|Statistics,Tokyo,Japan,Hybrid,159000.0,95,2026,LLM Integration|PyTorch|Cloud (AWS/GCP/Azure)|Docker|Python|Cloud|Problem Solving|Statistics,Kaggle AI Jobs,
Multimodal AI Engineer,SME (51-500),AI Engineering,AI Engineering - PyTorch|Vision-Language Models|APIs|Leadership|Linux,Austin,USA,Hybrid,214000.0,90,2026,PyTorch|Vision-Language Models|APIs|Leadership|Linux,Kaggle AI Jobs,
AI Research Scientist,SME (51-500),Research,Research - Mathematics|Deep Learning|Publishing|Python|Research|PyTorch|Leadership|Communication,Remote,Global,On-site,130000.0,88,2026,Mathematics|Deep Learning|Publishing|Python|Research|PyTorch|Leadership|Communication,Kaggle AI Jobs,
ML Engineer,Enterprise (5000+),AI Engineering,AI Engineering - SQL|Kubernetes|Python|TensorFlow|PyTorch|Research,Seattle,USA,Fully Remote,157000.0,97,2026,SQL|Kubernetes|Python|TensorFlow|PyTorch|Research,Kaggle AI Jobs,
Prompt Engineer,Startup (1-50),AI Engineering,AI Engineering - NLP|Documentation|Testing|Agile|Cloud|Linux,Austin,USA,Fully Remote,166000.0,82,2026,NLP|Documentation|Testing|Agile|Cloud|Linux,Kaggle AI Jobs,
Senior Data Scientist,SME (51-500),Data Science,Data Science - Leadership|ML|Deep Learning|Python|Causal Inference|Advanced Statistics|SQL|Cloud,Beijing,China,Hybrid,157000.0,90,2026,Leadership|ML|Deep Learning|Python|Causal Inference|Advanced Statistics|SQL|Cloud,Kaggle AI Jobs,
Senior Data Scientist,Mid-size (501-5000),Data Science,Data Science - ML|Deep Learning|Python|SQL|Communication,Toronto,Canada,Hybrid,157000.0,90,2025,ML|Deep Learning|Python|SQL|Communication,Kaggle AI Jobs,
NLP Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Python|Transformers|Hugging Face|LLMs|Text Processing|BERT|Agile|SQL,Dubai,UAE,Fully Remote,153000.0,91,2025,Python|Transformers|Hugging Face|LLMs|Text Processing|BERT|Agile|SQL,Kaggle AI Jobs,
ML Engineer,Enterprise (5000+),AI Engineering,AI Engineering - PyTorch|TensorFlow|Python|SQL|Kubernetes|MLOps|Research,Boston,USA,Fully Remote,336000.0,97,2025,PyTorch|TensorFlow|Python|SQL|Kubernetes|MLOps|Research,Kaggle AI Jobs,
AI Agent Developer,Enterprise (5000+),AI Engineering,AI Engineering - LangChain|Planning Systems|AutoGen|Tool Use|APIs|Python|Cloud,Seattle,USA,Fully Remote,258000.0,96,2025,LangChain|Planning Systems|AutoGen|Tool Use|APIs|Python|Cloud,Kaggle AI Jobs,
AI Product Manager,Startup (1-50),Product,Product - Product Strategy|Agile|Stakeholder Mgmt|AI Literacy|Data Analysis|Git|Research|Leadership,Amsterdam,Netherlands,On-site,174000.0,85,2026,Product Strategy|Agile|Stakeholder Mgmt|AI Literacy|Data Analysis|Git|Research|Leadership,Kaggle AI Jobs,
AI Engineer,Startup (1-50),AI Engineering,AI Engineering - LLM Integration|Docker|Cloud (AWS/GCP/Azure)|Statistics|Linux,Singapore,Singapore,Fully Remote,142000.0,95,2025,LLM Integration|Docker|Cloud (AWS/GCP/Azure)|Statistics|Linux,Kaggle AI Jobs,
Data Scientist,Enterprise (5000+),Data Science,Data Science - Python|Data Visualization|Statistics|Scikit-learn|Cloud|Research|SQL,Berlin,Germany,Hybrid,138000.0,92,2026,Python|Data Visualization|Statistics|Scikit-learn|Cloud|Research|SQL,Kaggle AI Jobs,
Robotics Engineer (AI),SME (51-500),Robotics,Robotics - Simulation|Control Systems|Computer Vision|C++|Agile|Leadership|Problem Solving,San Francisco,USA,On-site,212000.0,76,2026,Simulation|Control Systems|Computer Vision|C++|Agile|Leadership|Problem Solving,Kaggle AI Jobs,
Senior ML Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Distributed Systems|MLOps|Python|Linux|Communication,Seattle,USA,Hybrid,307000.0,96,2026,Distributed Systems|MLOps|Python|Linux|Communication,Kaggle AI Jobs,
RAG Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Embeddings|Search Systems|LangChain|Vector DBs|Python|LLMs|Research|Linux|Leadership,Zurich,Switzerland,Hybrid,310000.0,94,2026,Embeddings|Search Systems|LangChain|Vector DBs|Python|LLMs|Research|Linux|Leadership,Kaggle AI Jobs,
Multimodal AI Engineer,Startup (1-50),AI Engineering,AI Engineering - PyTorch|Python|Fine-tuning|SQL|Statistics,Dubai,UAE,Hybrid,269000.0,90,2025,PyTorch|Python|Fine-tuning|SQL|Statistics,Kaggle AI Jobs,
AI Research Scientist,Big Tech (FAANG+),Research,Research - PyTorch|Mathematics|Deep Learning|Publishing|Research|Linux,Berlin,Germany,Fully Remote,224000.0,88,2026,PyTorch|Mathematics|Deep Learning|Publishing|Research|Linux,Kaggle AI Jobs,
Robotics Engineer (AI),Mid-size (501-5000),Robotics,Robotics - C++|Computer Vision|Python|Git|Statistics,Bangalore,India,Hybrid,125000.0,76,2026,C++|Computer Vision|Python|Git|Statistics,Kaggle AI Jobs,
LLM Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Fine-tuning|Prompt Engineering|Vector DBs|Python|Leadership,Chicago,USA,Hybrid,278000.0,98,2026,Fine-tuning|Prompt Engineering|Vector DBs|Python|Leadership,Kaggle AI Jobs,
LLM Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Fine-tuning|LLM APIs|Python|RAG|Prompt Engineering|Problem Solving|Git|Leadership,Tokyo,Japan,Fully Remote,160000.0,98,2026,Fine-tuning|LLM APIs|Python|RAG|Prompt Engineering|Problem Solving|Git|Leadership,Kaggle AI Jobs,
AI Business Analyst,Mid-size (501-5000),Business,Business - Business Analysis|SQL|Python|Communication|Git|Statistics,London,UK,On-site,95000.0,78,2025,Business Analysis|SQL|Python|Communication|Git|Statistics,Kaggle AI Jobs,
AI Ethics Officer,Startup (1-50),Governance,Governance - AI Policy|Ethics Frameworks|Research|Git|Agile|Problem Solving,Dubai,UAE,Fully Remote,110000.0,72,2026,AI Policy|Ethics Frameworks|Research|Git|Agile|Problem Solving,Kaggle AI Jobs,
AI Business Analyst,Enterprise (5000+),Business,Business - SQL|Business Analysis|Python|Communication|Leadership,Dubai,UAE,Hybrid,95000.0,78,2026,SQL|Business Analysis|Python|Communication|Leadership,Kaggle AI Jobs,
AI Compliance Manager,Enterprise (5000+),Governance,Governance - Auditing|Legal Knowledge|Risk Management|Documentation|Linux,Amsterdam,Netherlands,Fully Remote,121000.0,68,2025,Auditing|Legal Knowledge|Risk Management|Documentation|Linux,Kaggle AI Jobs,
AI Product Manager,Enterprise (5000+),Product,Product - Stakeholder Mgmt|AI Literacy|Data Analysis|Product Strategy|Agile|Git|Problem Solving|Cloud,Bangalore,India,On-site,140000.0,85,2025,Stakeholder Mgmt|AI Literacy|Data Analysis|Product Strategy|Agile|Git|Problem Solving|Cloud,Kaggle AI Jobs,
Data Engineer (AI),Big Tech (FAANG+),Data Engineering,Data Engineering - ETL|SQL|Feature Stores|Communication,London,UK,Hybrid,189000.0,88,2026,ETL|SQL|Feature Stores|Communication,Kaggle AI Jobs,
AI Research Scientist,Mid-size (501-5000),Research,Research - Deep Learning|Mathematics|Publishing|Python|PyTorch|Research|Research|Problem Solving,Boston,USA,Fully Remote,299000.0,88,2025,Deep Learning|Mathematics|Publishing|Python|PyTorch|Research|Research|Problem Solving,Kaggle AI Jobs,
Generative AI Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - GenAI APIs|LLMs|Python|Fine-tuning|Communication,Chicago,USA,On-site,300000.0,95,2026,GenAI APIs|LLMs|Python|Fine-tuning|Communication,Kaggle AI Jobs,
Senior ML Engineer,Enterprise (5000+),AI Engineering,AI Engineering - MLOps|PyTorch|LLM Fine-tuning|System Design|Distributed Systems|SQL|Leadership,New York,USA,Fully Remote,227000.0,96,2025,MLOps|PyTorch|LLM Fine-tuning|System Design|Distributed Systems|SQL|Leadership,Kaggle AI Jobs,
Data Engineer (AI),Enterprise (5000+),Data Engineering,Data Engineering - Feature Stores|SQL|Airflow|Spark|dbt|Python|ETL|Linux|Git,Remote,Global,Fully Remote,264000.0,88,2026,Feature Stores|SQL|Airflow|Spark|dbt|Python|ETL|Linux|Git,Kaggle AI Jobs,
Generative AI Engineer,Enterprise (5000+),AI Engineering,AI Engineering - Python|Diffusion Models|GenAI APIs|Deployment|LLMs|Fine-tuning|Research,Boston,USA,Fully Remote,177000.0,95,2026,Python|Diffusion Models|GenAI APIs|Deployment|LLMs|Fine-tuning|Research,Kaggle AI Jobs,
AI Product Manager,SME (51-500),Product,Product - Agile|AI Literacy|Product Strategy|Cloud|Statistics|Git,Chicago,USA,Hybrid,158000.0,85,2025,Agile|AI Literacy|Product Strategy|Cloud|Statistics|Git,Kaggle AI Jobs,
AI Infrastructure Eng,Big Tech (FAANG+),Infrastructure,Infrastructure - Distributed Systems|Cloud|Networking|CUDA|Kubernetes|Research|Communication|Linux,London,UK,Hybrid,241000.0,85,2025,Distributed Systems|Cloud|Networking|CUDA|Kubernetes|Research|Communication|Linux,Kaggle AI Jobs,
RAG Engineer,SME (51-500),AI Engineering,AI Engineering - Python|Vector DBs|Search Systems|Embeddings|LangChain|LLMs|Statistics,Boston,USA,Hybrid,282000.0,94,2026,Python|Vector DBs|Search Systems|Embeddings|LangChain|LLMs|Statistics,Kaggle AI Jobs,
AI Ethics Officer,SME (51-500),Governance,Governance - Ethics Frameworks|Communication|Research|SQL|Leadership|Communication,Toronto,Canada,On-site,110000.0,72,2026,Ethics Frameworks|Communication|Research|SQL|Leadership|Communication,Kaggle AI Jobs,
AI Solutions Architect,Big Tech (FAANG+),Architecture,Architecture - Cloud|Enterprise Architecture|Python|System Design|ML|SQL,Dubai,UAE,Fully Remote,384000.0,84,2026,Cloud|Enterprise Architecture|Python|System Design|ML|SQL,Kaggle AI Jobs,
AI Product Manager,Enterprise (5000+),Product,Product - Data Analysis|Product Strategy|Agile|Problem Solving,Boston,USA,Fully Remote,211000.0,85,2025,Data Analysis|Product Strategy|Agile|Problem Solving,Kaggle AI Jobs,
Deep Learning Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - GPU Computing|Neural Networks|CUDA|Communication,Remote,Global,Hybrid,192000.0,89,2025,GPU Computing|Neural Networks|CUDA|Communication,Kaggle AI Jobs,
Generative AI Engineer,Startup (1-50),AI Engineering,AI Engineering - Diffusion Models|Deployment|GenAI APIs|Python|Fine-tuning|LLMs|Git,Austin,USA,Hybrid,172000.0,95,2026,Diffusion Models|Deployment|GenAI APIs|Python|Fine-tuning|LLMs|Git,Kaggle AI Jobs,
Senior Data Scientist,Big Tech (FAANG+),Data Science,Data Science - Causal Inference|Deep Learning|Advanced Statistics|Cloud|Statistics,Toronto,Canada,Hybrid,261600.0,90,2026,Causal Inference|Deep Learning|Advanced Statistics|Cloud|Statistics,Kaggle AI Jobs,
Data Scientist,Mid-size (501-5000),Data Science,Data Science - ML Algorithms|Data Visualization|Statistics|Scikit-learn|Python|SQL|Linux,Austin,USA,Hybrid,138000.0,92,2026,ML Algorithms|Data Visualization|Statistics|Scikit-learn|Python|SQL|Linux,Kaggle AI Jobs,
Data Engineer (AI),Startup (1-50),Data Engineering,Data Engineering - SQL|Spark|dbt|Airflow|Python|ETL|Feature Stores|Git|Linux,Sydney,Australia,On-site,130000.0,88,2025,SQL|Spark|dbt|Airflow|Python|ETL|Feature Stores|Git|Linux,Kaggle AI Jobs,
Deep Learning Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Neural Networks|Python|TensorFlow|Linux|Research|Communication,San Francisco,USA,Hybrid,179000.0,89,2026,Neural Networks|Python|TensorFlow|Linux|Research|Communication,Kaggle AI Jobs,
Prompt Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Testing|Prompt Design|Python|LLM APIs|NLP|SQL,Amsterdam,Netherlands,Fully Remote,98000.0,82,2025,Testing|Prompt Design|Python|LLM APIs|NLP|SQL,Kaggle AI Jobs,
LLM Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Prompt Engineering|Python|Fine-tuning|LLM APIs|RAG|Agile|Cloud,Remote,Global,Fully Remote,360000.0,98,2026,Prompt Engineering|Python|Fine-tuning|LLM APIs|RAG|Agile|Cloud,Kaggle AI Jobs,
Prompt Engineer,Startup (1-50),AI Engineering,AI Engineering - Prompt Design|LLM APIs|Documentation|Cloud|Leadership|Communication,San Francisco,USA,Hybrid,92000.0,82,2026,Prompt Design|LLM APIs|Documentation|Cloud|Leadership|Communication,Kaggle AI Jobs,
Robotics Engineer (AI),Big Tech (FAANG+),Robotics,Robotics - Simulation|ROS|C++|SQL|Research|Git,San Francisco,USA,Hybrid,260000.0,76,2026,Simulation|ROS|C++|SQL|Research|Git,Kaggle AI Jobs,
Senior ML Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - PyTorch|MLOps|Distributed Systems|Python|System Design|SQL,New York,USA,Hybrid,330000.0,96,2026,PyTorch|MLOps|Distributed Systems|Python|System Design|SQL,Kaggle AI Jobs,
Prompt Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Python|LLM APIs|Testing|Cloud|Linux|Research,Beijing,China,Fully Remote,90000.0,82,2025,Python|LLM APIs|Testing|Cloud|Linux|Research,Kaggle AI Jobs,
AI Security Engineer,SME (51-500),Security,Security - Red Teaming|Risk Analysis|Cybersecurity|ML Security|Problem Solving|SQL,London,UK,Fully Remote,185000.0,80,2025,Red Teaming|Risk Analysis|Cybersecurity|ML Security|Problem Solving|SQL,Kaggle AI Jobs,
ML Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Kubernetes|Python|TensorFlow|SQL|MLOps|Linux|SQL,San Francisco,USA,Hybrid,222000.0,97,2026,Kubernetes|Python|TensorFlow|SQL|MLOps|Linux|SQL,Kaggle AI Jobs,
LLM Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Prompt Engineering|RAG|Python|LLM APIs|Fine-tuning|Vector DBs|Cloud,Beijing,China,Fully Remote,166000.0,98,2026,Prompt Engineering|RAG|Python|LLM APIs|Fine-tuning|Vector DBs|Cloud,Kaggle AI Jobs,
Computer Vision Engineer,SME (51-500),AI Engineering,AI Engineering - Image Processing|CUDA|Python|PyTorch|OpenCV|Git,London,UK,Fully Remote,159000.0,87,2026,Image Processing|CUDA|Python|PyTorch|OpenCV|Git,Kaggle AI Jobs,
AI Engineer,Enterprise (5000+),AI Engineering,AI Engineering - Python|Docker|LLM Integration|Linux,Los Angeles,USA,Hybrid,124000.0,95,2025,Python|Docker|LLM Integration|Linux,Kaggle AI Jobs,
Senior ML Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Python|LLM Fine-tuning|System Design|MLOps|Distributed Systems|PyTorch|Cloud|Agile|Leadership,London,UK,On-site,345000.0,96,2025,Python|LLM Fine-tuning|System Design|MLOps|Distributed Systems|PyTorch|Cloud|Agile|Leadership,Kaggle AI Jobs,
Generative AI Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Python|Deployment|Fine-tuning|Diffusion Models|Cloud,London,UK,Hybrid,299000.0,95,2025,Python|Deployment|Fine-tuning|Diffusion Models|Cloud,Kaggle AI Jobs,
Senior ML Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - LLM Fine-tuning|MLOps|System Design|Python|Cloud|Leadership|Linux,Paris,France,Fully Remote,374400.0,96,2026,LLM Fine-tuning|MLOps|System Design|Python|Cloud|Leadership|Linux,Kaggle AI Jobs,
AI Agent Developer,Mid-size (501-5000),AI Engineering,AI Engineering - AutoGen|Python|Tool Use|Statistics,New York,USA,On-site,157000.0,96,2025,AutoGen|Python|Tool Use|Statistics,Kaggle AI Jobs,
Robotics Engineer (AI),SME (51-500),Robotics,Robotics - Python|C++|ROS|Control Systems|Simulation|Computer Vision|Cloud|Problem Solving|Communication,Tokyo,Japan,Hybrid,131000.0,76,2025,Python|C++|ROS|Control Systems|Simulation|Computer Vision|Cloud|Problem Solving|Communication,Kaggle AI Jobs,
AI Solutions Architect,SME (51-500),Architecture,Architecture - Leadership|Cloud|Python|Enterprise Architecture|System Design|Leadership,San Francisco,USA,Fully Remote,340000.0,84,2026,Leadership|Cloud|Python|Enterprise Architecture|System Design|Leadership,Kaggle AI Jobs,
RAG Engineer,Enterprise (5000+),AI Engineering,AI Engineering - Search Systems|LangChain|Python|Vector DBs|Embeddings|LLMs|Agile,New York,USA,On-site,287000.0,94,2026,Search Systems|LangChain|Python|Vector DBs|Embeddings|LLMs|Agile,Kaggle AI Jobs,
Multimodal AI Engineer,SME (51-500),AI Engineering,AI Engineering - APIs|Python|Vision-Language Models|Fine-tuning|SQL,Beijing,China,Hybrid,160000.0,90,2026,APIs|Python|Vision-Language Models|Fine-tuning|SQL,Kaggle AI Jobs,
Data Engineer (AI),Mid-size (501-5000),Data Engineering,Data Engineering - Airflow|SQL|Python|Agile,Berlin,Germany,On-site,183000.0,88,2026,Airflow|SQL|Python|Agile,Kaggle AI Jobs,
Generative AI Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - LLMs|Deployment|Python|Research|Leadership,Seattle,USA,On-site,354000.0,95,2026,LLMs|Deployment|Python|Research|Leadership,Kaggle AI Jobs,
AI Product Manager,SME (51-500),Product,Product - Data Analysis|AI Literacy|Stakeholder Mgmt|Agile|Problem Solving|Leadership|Research,Beijing,China,Fully Remote,140000.0,85,2025,Data Analysis|AI Literacy|Stakeholder Mgmt|Agile|Problem Solving|Leadership|Research,Kaggle AI Jobs,
AI Business Analyst,Mid-size (501-5000),Business,Business - Communication|Python|SQL|Data Visualization|Business Analysis|Cloud,Berlin,Germany,On-site,95000.0,78,2026,Communication|Python|SQL|Data Visualization|Business Analysis|Cloud,Kaggle AI Jobs,
RAG Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - LangChain|Vector DBs|Python|LLMs|Search Systems|Embeddings|Problem Solving|SQL,Tokyo,Japan,Hybrid,336000.0,94,2025,LangChain|Vector DBs|Python|LLMs|Search Systems|Embeddings|Problem Solving|SQL,Kaggle AI Jobs,
MLOps Engineer,Big Tech (FAANG+),ML Operations,ML Operations - Monitoring|Docker|MLflow|CI/CD|Kubernetes|Cloud|SQL|Statistics,Dubai,UAE,Hybrid,243000.0,93,2026,Monitoring|Docker|MLflow|CI/CD|Kubernetes|Cloud|SQL|Statistics,Kaggle AI Jobs,
AI Ethics Officer,Mid-size (501-5000),Governance,Governance - Risk Assessment|Research|Ethics Frameworks|AI Policy|Linux|Communication,Zurich,Switzerland,Hybrid,110000.0,72,2026,Risk Assessment|Research|Ethics Frameworks|AI Policy|Linux|Communication,Kaggle AI Jobs,
AI Product Manager,Startup (1-50),Product,Product - Stakeholder Mgmt|AI Literacy|Product Strategy|Data Analysis|Agile|Linux,Paris,France,On-site,140000.0,85,2026,Stakeholder Mgmt|AI Literacy|Product Strategy|Data Analysis|Agile|Linux,Kaggle AI Jobs,
AI Infrastructure Eng,Mid-size (501-5000),Infrastructure,Infrastructure - Distributed Systems|Cloud|Storage|Linux,Remote,Global,Fully Remote,324000.0,85,2026,Distributed Systems|Cloud|Storage|Linux,Kaggle AI Jobs,
Robotics Engineer (AI),Enterprise (5000+),Robotics,Robotics - Computer Vision|Control Systems|Simulation|Research|Leadership,Dubai,UAE,On-site,126000.0,76,2025,Computer Vision|Control Systems|Simulation|Research|Leadership,Kaggle AI Jobs,
Computer Vision Engineer,SME (51-500),AI Engineering,AI Engineering - OpenCV|Python|CUDA|Communication,Zurich,Switzerland,Hybrid,305000.0,87,2026,OpenCV|Python|CUDA|Communication,Kaggle AI Jobs,
AI Business Analyst,Big Tech (FAANG+),Business,Business - Python|Business Analysis|Communication|SQL|Data Visualization|Git,Sydney,Australia,Hybrid,101000.0,78,2025,Python|Business Analysis|Communication|SQL|Data Visualization|Git,Kaggle AI Jobs,
ML Engineer,Enterprise (5000+),AI Engineering,AI Engineering - TensorFlow|PyTorch|Kubernetes|Python|SQL|MLOps|Linux,New York,USA,Fully Remote,336000.0,97,2026,TensorFlow|PyTorch|Kubernetes|Python|SQL|MLOps|Linux,Kaggle AI Jobs,
Multimodal AI Engineer,Startup (1-50),AI Engineering,AI Engineering - Vision-Language Models|PyTorch|APIs|Linux|Research|Problem Solving,Beijing,China,On-site,160000.0,90,2026,Vision-Language Models|PyTorch|APIs|Linux|Research|Problem Solving,Kaggle AI Jobs,
Data Engineer (AI),Big Tech (FAANG+),Data Engineering,Data Engineering - ETL|Python|SQL|dbt|Communication|SQL|Cloud,San Francisco,USA,Fully Remote,216000.0,88,2026,ETL|Python|SQL|dbt|Communication|SQL|Cloud,Kaggle AI Jobs,
RAG Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Search Systems|Python|Embeddings|Research|Leadership,London,UK,Hybrid,167000.0,94,2025,Search Systems|Python|Embeddings|Research|Leadership,Kaggle AI Jobs,
